05001,0
05002,0
05003,0
05004,0
05005,0
05006,0
05007,0
05008,0
05009,0
05010,0
05011,0
05012,0
05013,0
05014,0
05015,0
05016,0
05017,0
05018,0
05019,0
05020,0
05021,0
05022,0
05023,0
05024,0
05025,0
05026,0
05027,0
05028,0
05029,0
05030,0
05031,0
05032,0
05033,0
05034,0
05035,0
05036,0
05037,0
05038,0
05039,0
05040,0
05041,0
05042,0
05043,0
05044,0
05045,0
05046,0
05047,0
05048,0
05049,0
05050,0
05051,0
05052,0
05053,0
05054,0
05055,0
05056,0
05057,0
05058,0
05059,0
05060,0
05061,0
05062,0
05063,0
05064,0
05065,0
05066,0
05067,0
05068,0
05069,0
05070,0
05071,0
05072,0
05073,0
05074,0
05075,0
05076,0
05077,0
05078,0
05079,0
05080,0
05081,0
05082,0
05083,0
05084,0
05085,0
05086,0
05087,0
05088,0
05089,0
05090,0
05091,0
05092,0
05093,0
05094,0
05095,0
05096,0
05097,0
05098,0
05099,0
05100,0
06001,0
06002,0
06003,0
06004,0
06005,0
06006,0
06007,0
06008,0
06009,0
06010,0
06011,0
06012,0
06013,0
06014,0
06015,0
06016,0
06017,0
06018,0
06019,0
06020,0
06021,0
06022,0
06023,0
06024,0
06025,0
06026,0
06027,0
06028,0
06029,0
06030,0
06031,0
06032,0
06033,0
06034,0
06035,0
06036,0
06037,0
06038,0
06039,0
06040,0
06041,0
06042,0
06043,0
06044,0
06045,0
06046,0
06047,0
06048,0
06049,0
06050,0
06051,0
06052,0
06053,0
06054,0
06055,0
06056,0
06057,0
06058,0
06059,0
06060,0
06061,0
06062,0
06063,0
06064,0
06065,0
06066,0
06067,0
06068,0
06069,0
06070,0
06071,0
06072,0
06073,0
06074,0
06075,0
06076,0
06077,0
06078,0
06079,0
06080,0
06081,0
06082,0
06083,0
06084,0
06085,0
06086,0
06087,0
06088,0
06089,0
06090,0
06091,0
06092,0
06093,0
06094,0
06095,0
06096,0
06097,0
06098,0
06099,0
06100,0
07001,001071
07002,002071
07003,003071
07004,004071
07005,005071
07006,006071
07007,007071
07008,008071
07009,009071
07010,010071
07011,011071
07012,012071
07013,013071
07014,014071
07015,015071
07016,016071
07017,017071
07018,018071
07019,019071
07020,020071
07021,021071
07022,022071
07023,023071
07024,024071
07025,025071
07026,026071
07027,027071
07028,028071
07029,029071
07030,030071
07031,031071
07032,032071
07033,033071
07034,034071
07035,035071
07036,036071
07037,037071
07038,038071
07039,039071
07040,040071
07041,041071
07042,042071
07043,043071
07044,044071
07045,045071
07046,046071
07047,047071
07048,048071
07049,049071
07050,050071
08001,001081
08002,002081
08003,003081
08004,004081
08005,005081
08006,006081
08007,007081
08008,008081
08009,009081
08010,010081
08011,011081
08012,012081
08013,013081
08014,014081
08015,015081
08016,016081
08017,017081
08018,018081
08019,019081
08020,020081
08021,021081
08022,022081
08023,023081
08024,024081
08025,025081
08026,026081
08027,027081
08028,028081
08029,029081
08030,030081
08031,031081
08032,032081
08033,033081
08034,034081
08035,035081
08036,036081
08037,037081
08038,038081
08039,039081
08040,040081
08041,041081
08042,042081
08043,043081
08044,044081
08045,045081
08046,046081
08047,047081
08048,048081
08049,049081
08050,050081
09001,001091
09002,002091
09003,003091
09004,004091
09005,005091
09006,006091
09007,007091
09008,008091
09009,009091
09010,010091
09011,011091
09012,012091
09013,013091
09014,014091
09015,015091
09016,016091
09017,017091
09018,018091
09019,019091
09020,020091
09021,021091
09022,022091
09023,023091
09024,024091
09025,025091
09026,026091
09027,027091
09028,028091
09029,029091
09030,030091
11001,001111
11002,002111
11003,003111
11004,004111
11005,005111
11006,006111
11007,007111
11008,008111
11009,009111
11010,010111
11011,011111
11012,012111
11013,013111
11014,014111
11015,015111
11016,016111
11017,017111
11018,018111
11019,019111
11020,020111
11021,021111
11022,022111
11023,023111
11024,024111
11025,025111
12011,0
12021,0
12031,0
12041,0
12051,0
12061,0
12071,0
12081,0
12091,0
12101,0
12111,0
12121,0
12131,0
12141,0
12151,0
12161,0
13011,0
13021,0
13031,0
13041,0
13051,0
13061,0
13071,0
13081,0
13091,0
13101,0
13111,0
13121,0
13131,0
13141,0
13151,0
13161,0
14011,0
14021,0
14031,0
14041,0
14051,0
14061,0
14071,0
14081,0
14091,0
14101,0
14111,0
14121,0
15011,0
15021,0
15031,0
15041,0
15051,0
15061,0
15071,0
15081,0
16011,001161
16021,002161
16031,003161
16041,004161
17011,001171
17021,002171
17031,003171
17041,004171
18011,001181
19011,001191
20001,0
20002,0
20003,0
20004,0
20005,0
20006,0
20007,0
20008,0
20009,0
20010,0
20011,0
20012,0
20013,0
20014,0
20015,0
20016,0
20017,0
20018,0
20019,0
20020,0
20021,0
20022,0
20023,0
20024,0
20025,0
20026,0
20027,0
20028,0
20029,0
20030,0
20031,0
20032,0
20033,0
20034,0
20035,0
20036,0
20037,0
20038,0
20039,0
20040,0
20041,0
20042,0
20043,0
20044,0
20045,0
20046,0
20047,0
20048,0
20049,0
20050,0
