01001,000000
01002,000000
01003,000000
01004,000000
01005,000000
01006,000000
01007,000000
01008,000000
01009,000000
01010,000000
01011,000000
01012,000000
01013,000000
01014,000000
01015,000000
01016,000000
01017,000000
01018,000000
01019,000000
01020,000000
01021,000000
01022,000000
01023,000000
01024,000000
01025,000000
01026,000000
01027,000000
01028,000000
01029,000000
01030,000000
01031,000000
01032,000000
01033,000000
01034,000000
01035,000000
01036,000000
01037,000000
01038,000000
01039,000000
01040,000000
01041,000000
01042,000000
01043,000000
01044,000000
01045,000000
01046,000000
01047,000000
01048,000000
01049,000000
010050,000000
02001,000000
02002,000000
02003,000000
02004,000000
02005,000000
02006,000000
02007,000000
02008,000000
02009,000000
02010,000000
02011,000000
02012,000000
02013,000000
02014,000000
02015,000000
02016,000000
02017,000000
02018,000000
02019,000000
02020,000000
02021,000000
02022,000000
02023,000000
02024,000000
02025,000000
02026,000000
02027,000000
02028,000000
02029,000000
02030,000000
02031,000000
02032,000000
02033,000000
02034,000000
02035,000000
02036,000000
02037,000000
02038,000000
02039,000000
02040,000000
02041,000000
02042,000000
02043,000000
02044,000000
02045,000000
02046,000000
02047,000000
02048,000000
02049,000000
020050,000000
03001,000000
03002,000000
03003,000000
03004,000000
03005,000000
03006,000000
03007,000000
03008,000000
03009,000000
03010,000000
03011,000000
03012,000000
03013,000000
03014,000000
03015,000000
03016,000000
03017,000000
03018,000000
03019,000000
03020,000000
03021,000000
03022,000000
03023,000000
03024,000000
03025,000000
03026,000000
03027,000000
03028,000000
03029,000000
03030,000000
03031,000000
03032,000000
03033,000000
03034,000000
03035,000000
03036,000000
03037,000000
03038,000000
03039,000000
03040,000000
03041,000000
03042,000000
03043,000000
03044,000000
03045,000000
03046,000000
03047,000000
03048,000000
03049,000000
030050,000000
04001,000000
04002,000000
04003,000000
04004,000000
04005,000000
04006,000000
04007,000000
04008,000000
04009,000000
04010,000000
04011,000000
04012,000000
04013,000000
04014,000000
04015,000000
04016,000000
04017,000000
04018,000000
04019,000000
04020,000000
04021,000000
04022,000000
04023,000000
04024,000000
04025,000000
04026,000000
04027,000000
04028,000000
04029,000000
04030,000000
04031,000000
04032,000000
04033,000000
04034,000000
04035,000000
04036,000000
04037,000000
04038,000000
04039,000000
04040,000000
04041,000000
04042,000000
04043,000000
04044,000000
04045,000000
04046,000000
04047,000000
04048,000000
04049,000000
040050,000000
05001,000000
05002,000000
05003,000000
05004,000000
05005,000000
05006,000000
05007,000000
05008,000000
05009,000000
05010,000000
05011,000000
05012,000000
05013,000000
05014,000000
05015,000000
05016,000000
05017,000000
