01001,0
01002,0
01003,0
01004,0
01005,0
01006,0
01007,0
01008,0
01009,0
01010,0
01011,0
01012,0
01013,0
01014,0
01015,0
01016,0
01017,0
01018,0
01019,0
01020,0
01021,0
01022,0
01023,0
01024,0
02001,0
02002,0
02003,0
02004,0
02005,0
02006,0
02007,0
02008,0
02009,0
02010,0
02011,0
02012,0
02013,0
02014,0
02015,0
02016,0
02017,0
02018,0
02019,0
02020,0
02021,0
02022,0
02023,0
02024,0
03001,0
03002,0
03003,0
03004,0
03005,0
03006,0
03007,0
03008,0
03009,0
03010,0
03011,0
03012,0
03013,0
03014,0
03015,0
03016,0
03017,0
03018,0
03019,0
03020,0
03021,0
03022,0
03023,0
03024,0
04001,0
04002,0
04003,0
04004,0
04005,0
04006,0
04007,0
04008,0
04009,0
04010,0
04011,0
04012,0
04013,0
04014,0
04015,0
04016,0
04017,0
04018,0
04019,0
04020,0
04021,0
04022,0
04023,0
04024,0
05001,0
05002,0
05003,0
05004,0
05005,0
05006,0
05007,0
05008,0
05009,0
05010,0
05011,0
05012,0
05013,0
05014,0
05015,0
05016,0
05017,0
05018,0
05019,0
05020,0
06001,0
06002,0
06003,0
06004,0
06005,0
06006,0
06007,0
06008,0
06009,0
06010,0
06011,0
06012,0
06013,0
06014,0
06015,0
06016,0
06017,0
06018,0
06019,0
06020,0
07001,010007
07002,020007
07003,030007
07004,040007
07005,050007
07006,060007
07007,070007
07008,080007
07009,090007
07010,100007
07011,110007
07012,120007
07013,130007
07014,140007
07015,150007
07016,160007
08001,010008
08002,020008
08003,030008
08004,040008
08005,050008
08006,060008
08007,070008
08008,080008
08009,090008
08010,100008
08011,110008
08012,120008
08013,130008
08014,140008
08015,150008
08016,160008
09001,010009
09002,020009
09003,030009
09004,040009
09005,050009
09006,060009
09007,070009
09008,080009
09009,090009
09010,100009
09011,110009
09012,120009
10001,010010
10002,020010
10003,030010
10004,040010
10005,050010
10006,060010
10007,070010
10008,080010
